id,id_str,name,screen_name,location,profile_location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,suspended,needs_phone_verification
360391229,360391229,Maris Font,marisfont,Miami,,,,{'description': {'urls': []}},True,13,86,0,Tue Aug 23 04:04:02 +0000 2011,26,,,True,False,21,en,"{'created_at': 'Thu Sep 07 17:12:56 +0000 2017', 'id': 905841327933460485, 'id_str': '905841327933460485', 'text': '#ars6g #ieamazingrace https://t.co/1I2cJlxxBv', 'truncated': False, 'entities': {'hashtags': [{'text': 'ars6g', 'indices': [0, 6]}, {'text': 'ieamazingrace', 'indices': [7, 21]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 905841315807711232, 'id_str': '905841315807711232', 'indices': [22, 45], 'media_url': 'http://pbs.twimg.com/media/DJIx4JuXUAABY8X.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DJIx4JuXUAABY8X.jpg', 'url': 'https://t.co/1I2cJlxxBv', 'display_url': 'pic.twitter.com/1I2cJlxxBv', 'expanded_url': 'https://twitter.com/marisfont/status/905841327933460485/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 905841315807711232, 'id_str': '905841315807711232', 'indices': [22, 45], 'media_url': 'http://pbs.twimg.com/media/DJIx4JuXUAABY8X.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DJIx4JuXUAABY8X.jpg', 'url': 'https://t.co/1I2cJlxxBv', 'display_url': 'pic.twitter.com/1I2cJlxxBv', 'expanded_url': 'https://twitter.com/marisfont/status/905841327933460485/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}}}, {'id': 905841315841179648, 'id_str': '905841315841179648', 'indices': [22, 45], 'media_url': 'http://pbs.twimg.com/media/DJIx4J2WAAAc4gE.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DJIx4J2WAAAc4gE.jpg', 'url': 'https://t.co/1I2cJlxxBv', 'display_url': 'pic.twitter.com/1I2cJlxxBv', 'expanded_url': 'https://twitter.com/marisfont/status/905841327933460485/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 511, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 901, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1538, 'h': 2048, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}",False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/592176232139268096/oTdVEwnx_normal.jpg,https://pbs.twimg.com/profile_images/592176232139268096/oTdVEwnx_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,False,False
